jersey_number,position,name,dob,nation,nation_code,club,club_country,height_cm,caps,int_goals,c2425_matches,c2425_starts,c2425_minutes,c2425_nineties,c2425_goals,c2425_assists,c2425_pens_scored,c2425_pens_att,c2425_yellows,c2425_reds,c2425_shots,c2425_shots_on_target,c2425_fouls,c2425_interceptions,c2425_tackles_won,c2425_own_goals,c2425_pens_won,c2425_pens_conceded,c2425_match_score,c2425_matched_player,c2526_matches,c2526_starts,c2526_minutes,c2526_nineties,c2526_goals,c2526_assists,c2526_pens_scored,c2526_pens_att,c2526_yellows,c2526_reds,c2526_shots,c2526_shots_on_target,c2526_fouls,c2526_interceptions,c2526_tackles_won,c2526_own_goals,c2526_pens_won,c2526_pens_conceded,c2526_match_score,c2526_matched_player,i2018_matches,i2018_starts,i2018_minutes,i2018_nineties,i2018_goals,i2018_assists,i2018_pens_scored,i2018_pens_att,i2018_yellows,i2018_reds,i2018_shots,i2018_shots_on_target,i2018_fouls,i2018_interceptions,i2018_tackles_won,i2018_own_goals,i2018_pens_won,i2018_pens_conceded,i2018_match_score,i2018_matched_player,i2022_matches,i2022_starts,i2022_minutes,i2022_nineties,i2022_goals,i2022_assists,i2022_pens_scored,i2022_pens_att,i2022_yellows,i2022_reds,i2022_shots,i2022_shots_on_target,i2022_fouls,i2022_interceptions,i2022_tackles_won,i2022_own_goals,i2022_pens_won,i2022_pens_conceded,i2022_match_score,i2022_matched_player
5,DF,GUDMUNDSSON Gabriel Gabriel Johan GUDMUNDSSON GUDMUNDSSON,29/04/1999,Sweden,SWE,Leeds United FC,ENG,181,26,0,30.0,20.0,1785.0,19.8,2.0,0.0,0.0,0.0,3.0,0.0,18.0,5.0,30.0,17.0,24.0,0.0,,,100.0,Gabriel Gudmundsson,32.0,31.0,2631.0,29.2,0.0,0.0,0.0,0.0,6.0,1.0,18.0,3.0,31.0,28.0,47.0,1.0,,,100.0,Gabriel Gudmundsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DF,JOHANSSON Herman Herman Nils JOHANSSON H. JOHANSSON,16/10/1997,Sweden,SWE,FC Dallas,USA,190,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MF,BERGVALL Lucas Lucas Erik Holger BERGVALL BERGVALL,02/02/2006,Sweden,SWE,Tottenham Hotspur FC,ENG,187,12,0,27.0,11.0,1212.0,13.5,0.0,1.0,0.0,0.0,3.0,0.0,12.0,2.0,20.0,21.0,18.0,0.0,,,100.0,Lucas Bergvall,23.0,11.0,965.0,10.7,1.0,3.0,0.0,0.0,2.0,0.0,12.0,5.0,24.0,3.0,14.0,0.0,,,100.0,Lucas Bergvall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DF,SVENSSON Daniel Daniel Jonathan SVENSSON SVENSSON,12/02/2002,Sweden,SWE,Borussia Dortmund,GER,183,14,0,12.0,8.0,781.0,8.7,1.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,5.0,11.0,0.0,,,100.0,Daniel Svensson,33.0,27.0,2454.0,27.3,2.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,28.0,20.0,26.0,0.0,,,100.0,Daniel Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,FW,ISAK Alexander Alexander ISAK ISAK,21/09/1999,Sweden,SWE,Liverpool FC,ENG,190,60,18,34.0,34.0,2756.0,30.6,23.0,6.0,4.0,4.0,1.0,0.0,99.0,46.0,28.0,3.0,5.0,0.0,,,100.0,Alexander Isak,14.0,8.0,699.0,7.8,3.0,1.0,0.0,0.0,0.0,0.0,17.0,6.0,5.0,0.0,6.0,0.0,,,100.0,Alexander Isak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MF,NYGREN Benjamin Erik Benjamin NYGREN NYGREN,08/07/2001,Sweden,SWE,Celtic FC,SCO,187,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FW,ELANGA Anthony Anthony David Junior ELANGA ELANGA,27/04/2002,Sweden,SWE,Newcastle United FC,ENG,178,32,7,38.0,31.0,2501.0,27.8,6.0,11.0,0.0,0.0,1.0,0.0,44.0,24.0,9.0,6.0,15.0,0.0,,,100.0,Anthony Elanga,32.0,14.0,1319.0,14.7,0.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,8.0,3.0,11.0,0.0,,,100.0,Anthony Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,GK,JOHANSSON Viktor Tobias Viktor JOHANSSON V. JOHANSSON,14/09/1998,Sweden,SWE,Stoke City FC,ENG,187,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MF,SEMA Ken Ken SEMA SEMA,30/09/1993,Sweden,SWE,Pafos FC,CYP,180,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,DF,EKDAL Hjalmar Hjalmar EKDAL EKDAL,21/10/1998,Sweden,SWE,Burnley FC,ENG,187,13,0,,,,,,,,,,,,,,,,,,,,,19.0,17.0,1539.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,12.0,17.0,0.0,,,100.0,Hjalmar Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DF,STARFELT Carl Carl Anders Theodor STARFELT STARFELT,01/06/1995,Sweden,SWE,RC Celta Vigo,ESP,185,18,0,28.0,26.0,2270.0,25.2,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,21.0,28.0,21.0,0.0,,,100.0,Carl Starfelt,19.0,17.0,1491.0,16.6,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,19.0,16.0,16.0,1.0,,,100.0,Carl Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MF,KARLSTROM Jesper Jesper Kewe KARLSTRÖM KARLSTRÖM,21/06/1995,Sweden,SWE,Udinese,ITA,182,26,0,37.0,36.0,3186.0,35.4,0.0,3.0,0.0,0.0,9.0,0.0,13.0,2.0,41.0,35.0,34.0,0.0,,,100.0,Jesper Karlström,36.0,36.0,3146.0,35.0,1.0,0.0,0.0,0.0,6.0,0.0,20.0,3.0,42.0,37.0,34.0,0.0,,,100.0,Jesper Karlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FW,GYOKERES Viktor Viktor Einar GYÖKERES GYÖKERES,04/06/1998,Sweden,SWE,Arsenal FC,ENG,189,35,21,,,,,,,,,,,,,,,,,,,,,36.0,26.0,2224.0,24.7,14.0,1.0,3.0,3.0,5.0,0.0,55.0,22.0,35.0,1.0,5.0,0.0,,,100.0,Viktor Gyökeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MF,AYARI Yasin Yasin AYARI AYARI,06/10/2003,Sweden,SWE,Brighton & Hove Albion FC,ENG,172,23,5,34.0,22.0,1965.0,21.8,2.0,1.0,0.0,0.0,3.0,0.0,28.0,8.0,36.0,20.0,32.0,0.0,,,100.0,Yasin Ayari,29.0,20.0,1929.0,21.4,3.0,3.0,0.0,0.0,1.0,0.0,41.0,10.0,24.0,26.0,25.0,0.0,,,100.0,Yasin Ayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MF,SVANBERG Mattias Mattias Olof SVANBERG SVANBERG,05/01/1999,Sweden,SWE,VfL Wolfsburg,GER,186,41,3,20.0,14.0,1219.0,13.5,3.0,1.0,0.0,0.0,4.0,0.0,21.0,8.0,16.0,15.0,10.0,0.0,,,100.0,Mattias Svanberg,24.0,8.0,861.0,9.6,3.0,1.0,0.0,0.0,6.0,1.0,21.0,8.0,18.0,10.0,7.0,0.0,,,100.0,Mattias Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DF,SMITH Eric Eric Anders SMITH SMITH,08/01/1997,Sweden,SWE,FC St. Pauli,GER,192,2,0,32.0,32.0,2827.0,31.4,1.0,1.0,0.0,0.0,7.0,0.0,24.0,9.0,27.0,37.0,27.0,0.0,,,100.0,Eric Smith,27.0,26.0,2311.0,25.7,2.0,2.0,0.0,0.0,4.0,1.0,12.0,5.0,15.0,24.0,23.0,0.0,,,100.0,Eric Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,DF,BERNHARDSSON Alexander Alexander Olof BERNHARDSSON BERNHARDSSON,08/09/1998,Sweden,SWE,Holstein Kiel,GER,184,13,0,19.0,15.0,1263.0,14.0,7.0,2.0,0.0,0.0,3.0,0.0,27.0,14.0,21.0,5.0,14.0,0.0,,,100.0,Alexander Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MF,ZENELI Besfort Besfort ZENELI ZENELI,21/11/2002,Sweden,SWE,Royale Union Saint-Gilloise,BEL,187,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GK,NORDFELDT Kristoffer Bo Kristoffer NORDFELDT NORDFELDT,23/06/1989,Sweden,SWE,AIK Stockholm,SWE,190,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Kristoffer Nordfeldt,,,,,,,,,,,,,,,,,,,,
24,DF,STROUD Elliot Elliot Karl STROUD STROUD,22/06/2002,Sweden,SWE,Mjällby AIF,SWE,185,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,FW,NILSSON Gustaf Håkan Gustaf NILSSON NILSSON,23/05/1997,Sweden,SWE,Club Brugge,BEL,197,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FW,ALI Taha Taha Abdi ALI ALI,01/07/1998,Sweden,SWE,Malmö FF,SWE,174,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,KOBEL Gregor Gregor KOBEL KOBEL,06/12/1997,Switzerland,SUI,Borussia Dortmund,GER,196,24,0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,100.0,Gregor Kobel,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Gregor Kobel,,,,,,,,,,,,,,,,,,,,,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Gregor Kobel
2,DF,MUHEIM Miro Miro Max Maria MUHEIM MUHEIM,24/03/1998,Switzerland,SUI,Hamburger SV,GER,182,11,0,,,,,,,,,,,,,,,,,,,,,29.0,27.0,2435.0,27.1,0.0,4.0,0.0,0.0,7.0,1.0,24.0,7.0,39.0,27.0,35.0,0.0,,,100.0,Miro Muheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DF,WIDMER Silvan Silvan Dominic WIDMER WIDMER,05/03/1993,Switzerland,SUI,1. FSV Mainz 05,GER,183,62,5,27.0,3.0,504.0,5.6,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,5.0,5.0,0.0,,,100.0,Silvan Widmer,27.0,22.0,1810.0,20.1,2.0,1.0,0.0,0.0,5.0,0.0,20.0,4.0,15.0,18.0,27.0,0.0,,,100.0,Silvan Widmer,,,,,,,,,,,,,,,,,,,,,3.0,3.0,265.0,2.9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,6.0,0.0,,,100.0,Silvan Widmer
4,DF,ELVEDI Nico Nico ELVEDI ELVEDI,30/09/1996,Switzerland,SUI,Borussia Mönchengladbach,GER,189,70,3,25.0,25.0,2135.0,23.7,1.0,1.0,0.0,0.0,1.0,0.0,12.0,4.0,9.0,27.0,24.0,1.0,,,100.0,Nico Elvedi,33.0,33.0,2966.0,33.0,0.0,2.0,0.0,0.0,5.0,0.0,9.0,0.0,18.0,40.0,32.0,0.0,,,100.0,Nico Elvedi,,,,,,,,,,,,,,,,,,,100.0,Nico Elvedi,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,,,100.0,Nico Elvedi
5,DF,AKANJI Manuel Manuel Obafemi AKANJI AKANJI,19/07/1995,Switzerland,SUI,FC Internazionale Milano,ITA,188,84,4,26.0,23.0,2014.0,22.4,0.0,0.0,0.0,0.0,3.0,0.0,15.0,2.0,17.0,9.0,11.0,0.0,,,100.0,Manuel Akanji,,,,,,,,,,,,,,,,,,,100.0,Manuel Akanji,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,9.0,0.0,0.0,0.0,100.0,Manuel Akanji,4.0,4.0,360.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,3.0,2.0,0.0,,,100.0,Manuel Akanji
6,MF,ZAKARIA Denis Denis Lemi ZAKARIA LAKO LADO ZAKARIA,20/11/1996,Switzerland,SUI,AS Monaco,FRA,189,66,3,26.0,24.0,2144.0,23.8,6.0,4.0,2.0,2.0,5.0,0.0,31.0,11.0,32.0,37.0,25.0,0.0,,,100.0,Denis Zakaria,24.0,23.0,2031.0,22.6,2.0,1.0,0.0,0.0,4.0,1.0,18.0,3.0,26.0,45.0,25.0,1.0,,,100.0,Denis Zakaria,2.0,0.0,52.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,100.0,Denis Zakaria,2.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,,,100.0,Denis Zakaria
7,FW,EMBOLO Breel Breel Donald EMBOLO EMBOLO,14/02/1997,Switzerland,SUI,Stade Rennais FC,FRA,184,89,25,29.0,19.0,1841.0,20.5,6.0,4.0,0.0,0.0,5.0,0.0,50.0,19.0,27.0,4.0,17.0,0.0,,,100.0,Breel Embolo,31.0,20.0,1872.0,20.8,8.0,3.0,0.0,0.0,3.0,0.0,41.0,18.0,48.0,4.0,14.0,0.0,,,100.0,Breel Embolo,4.0,1.0,137.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,100.0,Breel Embolo,4.0,4.0,323.0,3.6,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,,,100.0,Breel Embolo
8,MF,FREULER Remo Remo Marco FREULER FREULER,15/04/1992,Switzerland,SUI,Bologna FC,ITA,181,91,11,37.0,37.0,3204.0,35.6,1.0,2.0,0.0,0.0,6.0,0.0,17.0,4.0,47.0,41.0,40.0,0.0,,,100.0,Remo Freuler,29.0,26.0,2213.0,24.6,1.0,2.0,0.0,0.0,5.0,0.0,8.0,1.0,19.0,22.0,31.0,1.0,,,100.0,Remo Freuler,,,,,,,,,,,,,,,,,,,100.0,Remo Freuler,4.0,4.0,323.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,5.0,0.0,,,100.0,Remo Freuler
9,MF,MANZAMBI Johan Johan Kula MANZAMBI MANZAMBI,14/10/2005,Switzerland,SUI,SC Freiburg,GER,182,15,6,11.0,4.0,335.0,3.7,2.0,1.0,0.0,0.0,2.0,0.0,11.0,3.0,7.0,4.0,3.0,0.0,,,100.0,Johan Manzambi,27.0,26.0,2077.0,23.1,5.0,4.0,0.0,0.0,4.0,2.0,51.0,13.0,22.0,27.0,14.0,0.0,,,100.0,Johan Manzambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MF,XHAKA Granit Granit XHAKA XHAKA,27/09/1992,Switzerland,SUI,Sunderland AFC,ENG,183,149,18,33.0,33.0,2888.0,32.1,2.0,7.0,0.0,0.0,3.0,0.0,21.0,3.0,34.0,11.0,27.0,1.0,,,100.0,Granit Xhaka,34.0,32.0,2904.0,32.3,1.0,6.0,0.0,0.0,8.0,0.0,21.0,5.0,23.0,29.0,33.0,0.0,,,100.0,Granit Xhaka,4.0,4.0,360.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,100.0,Granit Xhaka,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,5.0,2.0,4.0,0.0,,,100.0,Granit Xhaka
11,FW,NDOYE Dan Dan NDOYE NDOYE,25/10/2000,Switzerland,SUI,Nottingham Forest FC,ENG,184,34,8,30.0,26.0,2143.0,23.8,8.0,4.0,2.0,2.0,4.0,0.0,52.0,20.0,23.0,9.0,20.0,0.0,,,100.0,Dan Ndoye,24.0,14.0,1173.0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,4.0,16.0,10.0,11.0,0.0,,,100.0,Dan Ndoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,GK,MVOGO Yvon Yvon Landry MVOGO NGANOMA MVOGO,06/06/1994,Switzerland,SUI,FC Lorient,FRA,190,13,0,,,,,,,,,,,,,,,,,,,,,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,100.0,Yvon Mvogo,,,,,,,,,,,,,,,,,,,100.0,Yvon Mvogo,,,,,,,,,,,,,,,,,,,,
13,DF,RODRIGUEZ Ricardo Ricardo Ivan RODRIGUEZ ARAYA RODRIGUEZ,25/08/1992,Switzerland,SUI,Real Betis,ESP,182,141,9,18.0,15.0,1274.0,14.2,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,8.0,15.0,0.0,,,100.0,Ricardo Rodríguez,23.0,18.0,1547.0,17.2,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,8.0,14.0,0.0,,,100.0,Ricardo Rodríguez,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,100.0,Ricardo Rodríguez,4.0,4.0,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,,,100.0,Ricardo Rodríguez
14,MF,JASHARI Ardon Ardon JASHARI JASHARI,30/07/2002,Switzerland,SUI,AC Milan,ITA,181,9,0,,,,,,,,,,,,,,,,,,,,,14.0,7.0,701.0,7.8,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,5.0,11.0,0.0,,,100.0,Ardon Jashari,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Ardon Jashari
15,MF,SOW Djibril Mohameth Djibril Ibrahima SOW SOW,06/02/1997,Switzerland,SUI,Sevilla FC,ESP,183,54,0,30.0,24.0,2062.0,22.9,2.0,1.0,0.0,0.0,5.0,0.0,22.0,6.0,23.0,27.0,14.0,0.0,,,100.0,Djibril Sow,33.0,27.0,2187.0,24.3,5.0,4.0,0.0,0.0,6.0,0.0,19.0,8.0,42.0,23.0,27.0,0.0,,,100.0,Djibril Sow,,,,,,,,,,,,,,,,,,,,,4.0,4.0,264.0,2.9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,,,100.0,Djibril Sow
16,FW,FASSNACHT Christian Christian Andreas FASSNACHT FASSNACHT,11/11/1993,Switzerland,SUI,BSC Young Boys,SUI,185,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,100.0,Christian Fassnacht
17,FW,VARGAS Ruben Ruben Estephan VARGAS MARTINEZ VARGAS,05/08/1998,Switzerland,SUI,Sevilla FC,ESP,179,64,13,11.0,9.0,671.0,7.5,2.0,1.0,0.0,0.0,0.0,0.0,17.0,5.0,11.0,2.0,4.0,0.0,,,100.0,Ruben Vargas,24.0,20.0,1594.0,17.7,3.0,6.0,1.0,1.0,2.0,0.0,41.0,8.0,13.0,7.0,15.0,0.0,,,100.0,Ruben Vargas,,,,,,,,,,,,,,,,,,,,,4.0,4.0,285.0,3.2,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,,,100.0,Ruben Vargas
18,DF,COEMERT Eray Eray Ervin CÖMERT CÖMERT,04/02/1998,Switzerland,SUI,Valencia CF,ESP,183,22,0,25.0,21.0,1779.0,19.8,0.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,18.0,22.0,16.0,0.0,,,100.0,Eray Cömert,17.0,15.0,1337.0,14.9,2.0,1.0,0.0,0.0,3.0,1.0,11.0,3.0,9.0,21.0,14.0,0.0,,,100.0,Eray Cömert,,,,,,,,,,,,,,,,,,,,,2.0,0.0,46.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,100.0,Eray Cömert
19,FW,OKAFOR Noah Noah Arinzechukwu OKAFOR OKAFOR,24/05/2000,Switzerland,SUI,Leeds United FC,ENG,185,25,2,11.0,5.0,414.0,4.6,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,2.0,1.0,0.0,,,100.0,Noah Okafor,28.0,19.0,1561.0,17.3,8.0,1.0,0.0,0.0,3.0,0.0,35.0,15.0,18.0,12.0,15.0,0.0,,,100.0,Noah Okafor,,,,,,,,,,,,,,,,,,,,,3.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,100.0,Noah Okafor
20,MF,AEBISCHER Michel Michel AEBISCHER AEBISCHER,06/01/1997,Switzerland,SUI,Pisa SC,ITA,183,43,2,14.0,9.0,724.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,5.0,16.0,7.0,13.0,0.0,,,100.0,Michel Aebischer,35.0,33.0,2892.0,32.1,1.0,2.0,0.0,0.0,8.0,0.0,19.0,5.0,44.0,35.0,37.0,0.0,,,100.0,Michel Aebischer,,,,,,,,,,,,,,,,,,,,,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,100.0,Michel Aebischer
21,GK,KELLER Marvin Marvin KELLER KELLER,03/07/2002,Switzerland,SUI,BSC Young Boys,SUI,189,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MF,RIEDER Fabian Fabian RIEDER RIEDER,16/02/2002,Switzerland,SUI,FC Augsburg,GER,181,30,1,21.0,8.0,867.0,9.6,1.0,3.0,0.0,0.0,1.0,0.0,20.0,7.0,14.0,11.0,15.0,0.0,,,100.0,Fabian Rieder,3.0,2.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,,,100.0,Fabian Rieder,,,,,,,,,,,,,,,,,,,,,2.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,,,100.0,Fabian Rieder
23,FW,AMDOUNI Zeki Mohamed Zeki AMDOUNI AMDOUNI,04/12/2000,Switzerland,SUI,Burnley FC,ENG,183,30,11,,,,,,,,,,,,,,,,,,,,,4.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,,100.0,Zeki Amdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DF,AMENDA Aurele Aurèle Florian AMENDA AMENDA,31/07/2003,Switzerland,SUI,Eintracht Frankfurt,GER,194,7,0,8.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,,,100.0,Aurèle Amenda,24.0,18.0,1678.0,18.6,0.0,0.0,0.0,0.0,5.0,0.0,10.0,2.0,22.0,29.0,12.0,1.0,,,100.0,Aurèle Amenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DF,JAQUEZ Luca Luca Antony JAQUEZ JAQUEZ,02/06/2003,Switzerland,SUI,VfB Stuttgart,GER,187,5,0,5.0,2.0,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,,,100.0,Luca Jaquez,14.0,10.0,898.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,11.0,7.0,0.0,,,100.0,Luca Jaquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FW,ITTEN Cedric Cedric Jan ITTEN ITTEN,27/12/1996,Switzerland,SUI,Fortuna Düsseldorf,GER,190,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GK,CHAMAKH Mouhib Abdelmouhib CHAMAKH CHAMAKH,25/08/2001,Tunisia,TUN,Club Africain,TUN,189,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DF,ABDI Ali Ali ELABDI ABDI,20/12/1993,Tunisia,TUN,OGC Nice,FRA,177,48,7,25.0,17.0,1393.0,15.5,5.0,2.0,0.0,0.0,2.0,0.0,29.0,11.0,28.0,20.0,27.0,0.0,,,100.0,Ali Abdi,22.0,13.0,1187.0,13.2,3.0,0.0,0.0,0.0,4.0,1.0,16.0,4.0,22.0,10.0,11.0,0.0,,,100.0,Ali Abdi,,,,,,,,,,,,,,,,,,,,,3.0,2.0,188.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,0.0,,,100.0,Ali Abdi
3,DF,TALBI Montassar Montassar Omar TALBI TALBI,26/05/1998,Tunisia,TUN,FC Lorient,FRA,190,66,4,,,,,,,,,,,,,,,,,,,,,29.0,29.0,2610.0,29.0,0.0,1.0,0.0,0.0,3.0,0.0,14.0,2.0,7.0,27.0,19.0,0.0,,,100.0,Montassar Talbi,,,,,,,,,,,,,,,,,,,,,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,,,100.0,Montassar Talbi
4,DF,REKIK Omar Omar REKIK REKIK,20/12/2001,Tunisia,TUN,NK Maribor,SVN,188,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
